topic,verse_ref,verse_content
bread,Deuteronomy 8:3,"He humbled you, causing you to hunger and then feeding you with manna, which neither you nor your ancestors had known, to teach you that man does not live on bread alone but on every word that comes from the mouth of the Lord."
bread,Luke 9:16-17,"Taking the five loaves and the two fish and looking up to heaven, he gave thanks and broke them. Then he gave them to the disciples to distribute to the people. They all ate and were satisfied, and the disciples picked up twelve basketfuls of broken pieces that were left over."
bread,Acts 2:42,"They devoted themselves to the apostles’ teaching and to fellowship, to the breaking of bread and to prayer."
bread,Mark 2:23-28,"One Sabbath Jesus was going through the grainfields, and as his disciples walked along, they began to pick some heads of grain. The Pharisees said to him, “Look, why are they doing what is unlawful on the Sabbath?” He answered, “Have you never read what David did when he and his companions were hungry and in need? In the days of Abiathar the high priest, he entered the house of God and ate the consecrated bread, which is lawful only for priests to eat. And he also gave some to his companions.” Then he said to them, “The Sabbath was made for man, not man for the Sabbath. So the Son of Man is Lord even of the Sabbath.”"
bread,Exodus 34:28,Moses was there with the Lord forty days and forty nights without eating bread or drinking water. And he wrote on the tablets the words of the covenant—the Ten Commandments.
calling,John 15:16,"You did not choose me, but I chose you and appointed you so that you might go and bear fruit—fruit that will last—and so that whatever you ask in my name the Father will give you."
calling,1 Thessalonians 5:24,"The one who calls you is faithful, and he will do it."
calling,Romans 8:28,"And we know that in all things God works for the good of those who love him, who have been called according to his purpose."
calling,1 Corinthians 1:28-29,"God chose the lowly things of this world and the despised things—and the things that are not—to nullify the things that are, so that no one may boast before him."
calling,2 Thessalonians 2:14,"He called you to this through our gospel, that you might share in the glory of our Lord Jesus Christ."
calling,1 Peter 2:21,"To this you were called, because Christ suffered for you, leaving you an example, that you should follow in his steps."
calling,Philippians 3:14,I press on toward the goal to win the prize for which God has called me heavenward in Christ Jesus.
calling,2 Timothy 1:9,He has saved us and called us to a holy life—not because of anything we have done but because of his own purpose and grace. This grace was given us in Christ Jesus before the beginning of time.
calling,2 Peter 1:10-11,"Therefore, my brothers and sisters, make every effort to confirm your calling and election. For if you do these things, you will never stumble, and you will receive a rich welcome into the eternal kingdom of our Lord and Savior Jesus Christ."
calling,Isaiah 65:1,"I revealed myself to those who did not ask for me; I was found by those who did not seek me. To a nation that did not call on my name, I said, ‘Here am I, here am I.’"
calling,1 Corinthians 1:9,"God is faithful, who has called you into fellowship with his Son, Jesus Christ our Lord."
calling,Ephesians 4:4,"There is one body and one Spirit, just as you were called to one hope when you were called."
calling,1 Peter 1:15-16,"But just as he who called you is holy, so be holy in all you do; for it is written: “Be holy, because I am holy.”"
calling,1 Peter 3:9,"Do not repay evil with evil or insult with insult. On the contrary, repay evil with blessing, because to this you were called so that you may inherit a blessing."
calling,Acts 2:38,"Peter replied, “Repent and be baptized, every one of you, in the name of Jesus Christ for the forgiveness of your sins. And you will receive the gift of the Holy Spirit.”"
children,Deuteronomy 6:6-7,"These commandments that I give you today are to be on your hearts. Impress them on your children. Talk about them when you sit at home and when you walk along the road, when you lie down and when you get up."
children,Matthew 19:14,"Jesus said, “Let the little children come to me, and do not hinder them, for the kingdom of heaven belongs to such as these.”"
children,Proverbs 22:6,"Start children off on the way they should go, and even when they are old they will not turn from it."
children,Isaiah 49:15-16,"Can a mother forget the baby at her breast and have no compassion on the child she has borne? Though she may forget, I will not forget you! See, I have engraved you on the palms of my hands; your walls are ever before me."
children,Hebrews 12:11,"No discipline seems pleasant at the time, but painful. Later on, however, it produces a harvest of righteousness and peace for those who have been trained by it."
children,Ephesians 6:4,"Fathers, do not exasperate your children; instead, bring them up in the training and instruction of the Lord."
children,Proverbs 17:6,"Children’s children are a crown to the aged, and parents are the pride of their children."
children,Ephesians 5:1,"Follow God’s example, therefore, as dearly loved children."
children,1 John 5:21,"Dear children, keep yourselves from idols."
children,Matthew 5:9,"Blessed are the peacemakers, for they will be called children of God."
children,3 John 1:4,I have no greater joy than to hear that my children are walking in the truth.
children,Acts 16:31,"They replied, “Believe in the Lord Jesus, and you will be saved—you and your household.”"
children,Galatians 3:26-27,"So in Christ Jesus you are all children of God through faith, for all of you who were baptized into Christ have clothed yourselves with Christ."
children,Proverbs 15:5,"A fool spurns a parent’s discipline, but whoever heeds correction shows prudence."
children,Romans 8:14,For those who are led by the Spirit of God are the children of God.
children,1 John 3:1,"See what great love the Father has lavished on us, that we should be called children of God! And that is what we are! The reason the world does not know us is that it did not know him."
children,1 Timothy 5:8,"Anyone who does not provide for their relatives, and especially for their own household, has denied the faith and is worse than an unbeliever."
children,John 1:12,"Yet to all who did receive him, to those who believed in his name, he gave the right to become children of God."
children,Deuteronomy 5:29,"Oh, that their hearts would be inclined to fear me and keep all my commands always, so that it might go well with them and their children forever!"
children,1 John 3:2-3,"Dear friends, now we are children of God, and what we will be has not yet been made known. But we know that when Christ appears, we shall be like him, for we shall see him as he is. All who have this hope in him purify themselves, just as he is pure."
children,Romans 8:19,For the creation waits in eager expectation for the children of God to be revealed.
